STD_DT,NUM,MELT_TEMP,MOTORSPEED,MELT_WEIGHT,INSP,TAG
3/4/2020 1:59,1198,425,0,318,3.19,NG
3/4/2020 1:59,1199,490,110,317,3.19,OK
3/4/2020 2:00,1200,477,123,315,3.19,OK
3/4/2020 2:00,1201,427,0,314,3.19,OK
3/4/2020 2:00,1202,441,163,312,3.2,NG
3/4/2020 2:00,1203,366,218,311,3.19,NG
3/4/2020 2:00,1204,736,1722,309,3.22,NG
3/4/2020 2:00,1205,767,1746,307,3.22,OK
3/4/2020 2:00,1206,394,206,306,3.19,OK
3/4/2020 2:00,1207,479,163,304,3.19,OK
3/4/2020 2:00,1208,420,63,303,3.19,OK
3/4/2020 2:00,1209,479,111,301,3.19,OK
3/4/2020 2:01,1210,473,145,300,3.19,NG
3/4/2020 2:01,1211,453,0,298,3.19,OK
3/4/2020 2:01,1212,456,159,297,3.19,NG
3/4/2020 2:01,1213,384,205,295,3.19,OK
3/4/2020 2:01,1214,756,1707,293,3.21,NG
3/4/2020 2:01,1215,758,1726,291,3.21,NG
3/4/2020 2:01,1216,378,223,290,3.18,NG
3/4/2020 2:01,1217,494,203,289,3.19,NG
3/4/2020 2:01,1218,435,56,287,3.19,OK
3/4/2020 2:01,1219,493,137,285,3.2,OK
3/4/2020 2:02,1220,482,138,284,3.19,NG
3/4/2020 2:02,1221,383,92,283,3.19,NG
3/4/2020 2:02,1222,486,172,281,3.2,OK
3/4/2020 2:02,1223,389,240,279,3.18,OK
3/4/2020 2:02,1224,748,1746,277,3.21,NG
3/4/2020 2:02,1225,741,1692,276,3.22,OK
3/4/2020 2:02,1226,387,210,275,3.19,OK
3/4/2020 2:02,1227,450,170,273,3.2,OK
3/4/2020 2:02,1228,443,0,271,3.19,OK
3/4/2020 2:02,1229,456,152,270,3.19,NG
3/4/2020 2:03,1230,489,127,268,3.2,NG
3/4/2020 2:03,1231,424,0,267,3.19,OK
3/4/2020 2:03,1232,489,170,265,3.19,NG
3/4/2020 2:03,1233,434,212,263,3.19,OK
3/4/2020 2:03,1234,727,1783,262,3.21,OK
3/4/2020 2:03,1235,777,1709,260,3.22,NG
3/4/2020 2:03,1236,382,211,259,3.19,OK
3/4/2020 2:03,1237,452,192,257,3.19,OK
3/4/2020 2:03,1238,423,0,256,3.19,OK
3/4/2020 2:03,1239,467,148,254,3.19,OK
3/4/2020 2:04,1240,498,145,253,3.19,OK
3/4/2020 2:04,1241,448,56,251,3.18,OK
3/4/2020 2:04,1242,486,183,249,3.19,OK
3/4/2020 2:04,1243,398,197,248,3.19,NG
3/4/2020 2:04,1244,756,1733,247,3.21,OK
3/4/2020 2:04,1245,772,1732,245,3.21,OK
3/4/2020 2:04,1246,397,219,243,3.19,NG
3/4/2020 2:04,1247,485,157,241,3.19,NG
3/4/2020 2:04,1248,451,82,240,3.19,OK
3/4/2020 2:04,1249,497,140,239,3.19,NG
3/4/2020 2:05,1250,433,149,237,3.19,OK
3/4/2020 2:05,1251,474,78,235,3.19,NG
3/4/2020 2:05,1252,482,162,234,3.19,OK
3/4/2020 2:05,1253,387,200,233,3.19,OK
3/4/2020 2:05,1254,745,1731,231,3.21,NG
3/4/2020 2:05,1255,750,1725,229,3.22,OK
3/4/2020 2:05,1256,379,226,227,3.18,OK
3/4/2020 2:05,1257,486,161,226,3.19,OK
3/4/2020 2:05,1258,447,92,225,3.19,NG
3/4/2020 2:05,1259,457,155,223,3.19,NG
3/4/2020 2:06,1260,455,143,221,3.2,OK
3/4/2020 2:06,1261,468,66,220,3.19,NG
3/4/2020 2:06,1262,468,166,218,3.19,NG
3/4/2020 2:06,1263,365,207,217,3.19,NG
3/4/2020 2:06,1264,779,1727,215,3.21,OK
3/4/2020 2:06,1265,773,1740,213,3.22,NG
3/4/2020 2:06,1266,398,206,212,3.19,NG
3/4/2020 2:06,1267,445,175,210,3.19,OK
3/4/2020 2:06,1268,450,69,209,3.19,OK
3/4/2020 2:06,1269,437,133,207,3.19,NG
3/4/2020 2:07,1270,493,110,205,3.19,OK
3/4/2020 2:07,1271,449,61,204,3.19,NG
3/4/2020 2:07,1272,501,159,203,3.19,OK
3/4/2020 2:07,1273,390,210,201,3.19,NG
3/4/2020 2:07,1274,765,1750,199,3.22,NG
3/4/2020 2:07,1275,758,1720,198,3.22,OK
3/4/2020 2:07,1276,383,204,197,3.19,NG
3/4/2020 2:07,1277,483,164,195,3.19,NG
3/4/2020 2:07,1278,433,86,193,3.19,OK
3/4/2020 2:07,1279,503,124,192,3.18,OK
3/4/2020 2:08,1280,470,162,191,3.19,OK
3/4/2020 2:08,1281,414,68,189,3.19,NG
3/4/2020 2:08,1282,482,207,187,3.19,OK
3/4/2020 2:08,1283,386,174,185,3.19,NG
3/4/2020 2:08,1284,745,1734,183,3.21,OK
3/4/2020 2:08,1285,736,1733,182,3.21,OK
3/4/2020 2:08,1286,430,207,181,3.19,NG
3/4/2020 2:08,1287,483,177,179,3.2,NG
3/4/2020 2:08,1288,432,55,177,3.19,OK
3/4/2020 2:08,1289,467,134,176,3.19,OK
3/4/2020 2:09,1290,485,144,175,3.19,OK
3/4/2020 2:09,1291,418,86,173,3.19,NG
3/4/2020 2:09,1292,493,150,171,3.19,OK
3/4/2020 2:09,1293,382,190,170,3.18,OK
3/4/2020 2:09,1294,758,1722,168,3.22,OK
3/4/2020 2:09,1295,759,1720,167,3.22,OK
3/4/2020 2:09,1296,410,227,165,3.18,NG
3/4/2020 2:09,1297,460,158,164,3.19,OK
3/4/2020 2:09,1298,433,78,162,3.19,OK
3/4/2020 2:09,1299,498,120,161,3.2,OK
3/4/2020 2:10,1300,463,130,159,3.19,OK
3/4/2020 2:10,1301,473,0,157,3.19,OK
3/4/2020 2:10,1302,478,168,155,3.19,OK
3/4/2020 2:10,1303,406,193,154,3.19,OK
3/4/2020 2:10,1304,775,1735,153,3.22,OK
3/4/2020 2:10,1305,769,1724,151,3.22,NG
3/4/2020 2:10,1306,370,204,149,3.18,OK
3/4/2020 2:10,1307,474,182,148,3.2,NG
3/4/2020 2:10,1308,441,64,147,3.18,NG
3/4/2020 2:10,1309,479,130,145,3.19,NG
3/4/2020 2:11,1310,502,136,143,3.2,NG
3/4/2020 2:11,1311,454,0,142,3.19,OK
3/4/2020 2:11,1312,468,155,140,3.19,OK
3/4/2020 2:11,1313,421,219,139,3.19,NG
3/4/2020 2:11,1314,734,1719,137,3.22,OK
3/4/2020 2:11,1315,748,1721,135,3.22,NG
3/4/2020 2:11,1316,381,222,134,3.19,NG
3/4/2020 2:11,1317,470,157,133,3.2,OK
3/4/2020 2:11,1318,453,75,131,3.19,NG
3/4/2020 2:11,1319,477,128,129,3.19,OK
3/4/2020 2:12,1320,477,125,128,3.19,NG
3/4/2020 2:12,1321,463,65,127,3.19,NG
3/4/2020 2:12,1322,421,162,125,3.2,OK
3/4/2020 2:12,1323,400,222,123,3.18,OK
3/4/2020 2:12,1324,761,1740,122,3.22,NG
3/4/2020 2:12,1325,782,1737,120,3.21,OK
3/4/2020 2:12,1326,403,204,119,3.18,NG
3/4/2020 2:12,1327,478,169,117,3.19,OK
3/4/2020 2:12,1328,458,57,115,3.19,OK
3/4/2020 2:12,1329,475,127,114,3.19,NG
3/4/2020 2:13,1330,482,142,113,3.19,NG
3/4/2020 2:13,1331,471,90,111,3.18,OK
3/4/2020 2:13,1332,453,161,109,3.19,NG
3/4/2020 2:13,1333,404,205,108,3.19,OK
3/4/2020 2:13,1334,733,1732,107,3.22,OK
3/4/2020 2:13,1335,780,1760,105,3.22,OK
3/4/2020 2:13,1336,387,192,103,3.19,OK
3/4/2020 2:13,1337,498,167,101,3.19,NG
3/4/2020 2:13,1338,421,0,100,3.18,OK
3/4/2020 2:13,1339,459,143,98,3.19,NG
3/4/2020 2:14,1340,491,141,97,3.19,NG
3/4/2020 2:14,1341,445,84,95,3.19,OK
3/4/2020 2:14,1342,517,164,94,3.19,NG
3/4/2020 2:14,1343,402,213,92,3.19,NG
3/4/2020 2:14,1344,746,1723,91,3.21,NG
3/4/2020 2:14,1345,762,1727,89,3.21,OK
3/4/2020 2:14,1346,381,208,87,3.19,NG
3/4/2020 2:14,1347,425,185,86,3.19,NG
3/4/2020 2:14,1348,419,59,85,3.19,OK
3/4/2020 2:14,1349,486,132,83,3.19,OK
3/4/2020 2:15,1350,498,134,81,3.19,NG
3/4/2020 2:15,1351,436,83,80,3.19,NG
3/4/2020 2:15,1352,478,176,79,3.19,OK
3/4/2020 2:15,1353,367,202,77,3.18,NG
3/4/2020 2:15,1354,768,1727,75,3.22,OK
3/4/2020 2:15,1355,781,1720,74,3.21,OK
3/4/2020 2:15,1356,411,229,72,3.19,NG
3/4/2020 2:15,1357,457,173,71,3.2,NG
3/4/2020 2:15,1358,421,77,69,3.19,NG
3/4/2020 2:15,1359,465,103,68,3.2,NG
3/4/2020 2:16,1360,494,106,66,3.19,NG
3/4/2020 2:16,1361,458,62,65,3.19,NG
3/4/2020 2:16,1362,491,177,63,3.19,OK
3/4/2020 2:16,1363,385,189,61,3.19,NG
3/4/2020 2:16,1364,753,1723,60,3.22,NG
3/4/2020 2:16,1365,753,1746,59,3.21,OK
3/4/2020 2:16,1366,392,213,57,3.19,NG
3/4/2020 2:16,1367,464,193,55,3.19,OK
3/4/2020 2:16,1368,429,89,54,3.19,NG
3/4/2020 2:16,1369,486,119,53,3.19,NG
3/4/2020 2:17,1370,476,143,51,3.19,OK
3/4/2020 2:17,1371,437,0,49,3.19,NG
3/4/2020 2:17,1372,470,170,48,3.19,NG
3/4/2020 2:17,1373,366,208,46,3.19,OK
3/4/2020 2:17,1374,753,1732,45,3.22,NG
3/4/2020 2:17,1375,765,1752,43,3.22,NG
3/4/2020 2:17,1376,411,193,42,3.19,OK
3/4/2020 2:17,1377,466,156,41,3.2,NG
3/4/2020 2:17,1378,491,75,39,3.19,OK
3/4/2020 2:17,1379,452,133,37,3.19,NG
3/4/2020 2:18,1380,459,141,36,3.19,OK
3/4/2020 2:18,1381,467,72,35,3.19,NG
3/4/2020 2:18,1382,496,185,33,3.2,OK
3/4/2020 2:18,1383,390,191,31,3.18,NG
3/4/2020 2:18,1384,735,1749,30,3.21,NG
3/4/2020 2:18,1385,768,1754,29,3.22,NG
3/4/2020 2:18,1386,375,222,28,3.19,NG
3/4/2020 2:18,1387,487,173,27,3.2,OK
3/4/2020 2:18,1388,403,0,25,3.19,NG
3/4/2020 2:18,1389,477,144,24,3.2,OK
3/4/2020 2:19,1390,487,118,23,3.2,NG
3/4/2020 2:19,1391,433,65,22,3.19,NG
3/4/2020 2:19,1392,470,163,21,3.19,NG
3/4/2020 2:19,1393,389,217,20,3.19,NG
3/4/2020 2:19,1394,763,1735,19,3.22,OK
3/4/2020 2:19,1395,740,1743,18,3.22,OK
3/4/2020 2:19,1396,362,212,17,3.18,NG
3/4/2020 2:19,1397,491,163,16,3.19,NG
3/4/2020 2:19,1398,452,60,15,3.18,OK
3/4/2020 2:19,1399,482,121,14,3.2,OK
3/4/2020 2:20,1400,514,131,13,3.19,OK
3/4/2020 2:20,1401,456,75,12,3.18,OK
3/4/2020 2:20,1402,464,161,11,3.19,OK
3/4/2020 2:20,1403,393,189,10,3.19,NG
3/4/2020 2:20,1404,722,1716,9,3.21,NG
3/4/2020 2:20,1405,749,1731,8,3.22,NG
3/4/2020 2:20,1406,401,201,0,3.19,NG
3/4/2020 2:20,1407,481,160,1,3.19,OK
3/4/2020 2:20,1408,448,61,0,3.18,NG
3/4/2020 2:20,1409,483,128,2,3.19,OK
3/4/2020 2:21,1410,518,146,7,3.19,OK
3/4/2020 2:21,1411,464,68,31,3.18,OK
3/4/2020 2:21,1412,467,182,37,3.19,OK
3/4/2020 2:21,1413,397,210,43,3.18,OK
3/4/2020 2:21,1414,785,1734,47,3.22,OK
3/4/2020 2:21,1415,758,1718,52,3.21,NG
3/4/2020 2:21,1416,372,215,58,3.18,OK
3/4/2020 2:21,1417,499,169,64,3.19,OK
3/4/2020 2:21,1418,471,68,68,3.19,OK
3/4/2020 2:21,1419,467,107,72,3.2,OK
3/4/2020 2:22,1420,442,126,80,3.2,NG
3/4/2020 2:22,1421,435,69,88,3.19,OK
3/4/2020 2:22,1422,478,163,90,3.2,NG
3/4/2020 2:22,1423,394,246,97,3.19,NG
3/4/2020 2:22,1424,739,1729,102,3.21,OK
3/4/2020 2:22,1425,760,1744,107,3.21,NG
3/4/2020 2:22,1426,384,200,108,3.19,NG
3/4/2020 2:22,1427,500,150,116,3.19,NG
3/4/2020 2:22,1428,409,61,119,3.18,NG
3/4/2020 2:22,1429,485,127,123,3.19,OK
3/4/2020 2:23,1430,442,131,132,3.2,OK
3/4/2020 2:23,1431,469,89,133,3.19,OK
3/4/2020 2:23,1432,462,174,141,3.19,OK
3/4/2020 2:23,1433,400,194,148,3.18,OK
3/4/2020 2:23,1434,750,1710,154,3.22,NG
3/4/2020 2:23,1435,773,1739,162,3.22,NG
3/4/2020 2:23,1436,383,214,163,3.19,OK
3/4/2020 2:23,1437,529,161,170,3.19,NG
3/4/2020 2:23,1438,430,60,174,3.19,OK
3/4/2020 2:23,1439,497,116,179,3.19,OK
3/4/2020 2:24,1440,469,110,185,3.19,NG
3/4/2020 2:24,1441,425,63,191,3.19,NG
3/4/2020 2:24,1442,487,167,196,3.19,NG
3/4/2020 2:24,1443,367,205,203,3.18,NG
3/4/2020 2:24,1444,745,1730,211,3.21,NG
3/4/2020 2:24,1445,748,1745,217,3.21,NG
3/4/2020 2:24,1446,405,181,225,3.18,NG
3/4/2020 2:24,1447,490,185,230,3.19,NG
3/4/2020 2:24,1448,460,79,235,3.19,NG
3/4/2020 2:24,1449,458,154,241,3.19,OK
3/4/2020 2:25,1450,447,136,245,3.19,NG
3/4/2020 2:25,1451,439,63,246,3.18,NG
3/4/2020 2:25,1452,470,206,254,3.19,OK
3/4/2020 2:25,1453,372,237,258,3.18,NG
3/4/2020 2:25,1454,744,1738,263,3.22,OK
3/4/2020 2:25,1455,773,1761,267,3.22,NG
3/4/2020 2:25,1456,381,200,272,3.18,NG
3/4/2020 2:25,1457,515,168,279,3.2,OK
3/4/2020 2:25,1458,458,71,283,3.19,NG
3/4/2020 2:25,1459,482,125,294,3.19,OK
3/4/2020 2:26,1460,452,123,295,3.19,NG
3/4/2020 2:26,1461,437,77,300,3.19,OK
3/4/2020 2:26,1462,458,155,309,3.19,NG
3/4/2020 2:26,1463,401,209,314,3.19,OK
3/4/2020 2:26,1464,771,1760,315,3.21,NG
3/4/2020 2:26,1465,734,1722,322,3.22,OK
3/4/2020 2:26,1466,389,210,327,3.19,NG
3/4/2020 2:26,1467,476,162,334,3.19,NG
3/4/2020 2:26,1468,425,73,335,3.19,OK
3/4/2020 2:26,1469,474,144,342,3.2,OK
3/4/2020 2:27,1470,476,116,349,3.19,NG
3/4/2020 2:27,1471,438,70,357,3.19,NG
3/4/2020 2:27,1472,470,173,363,3.19,NG
3/4/2020 2:27,1473,378,226,368,3.19,OK
3/4/2020 2:27,1474,797,1708,373,3.22,OK
3/4/2020 2:27,1475,762,1728,381,3.22,NG
3/4/2020 2:27,1476,404,219,386,3.18,OK
3/4/2020 2:27,1477,476,178,392,3.19,NG
3/4/2020 2:27,1478,442,75,397,3.19,NG
3/4/2020 2:27,1479,496,144,401,3.2,OK
3/4/2020 2:28,1480,483,118,406,3.19,NG
3/4/2020 2:28,1481,424,63,411,3.18,OK
3/4/2020 2:28,1482,484,181,418,3.19,OK
3/4/2020 2:28,1483,376,205,422,3.18,NG
3/4/2020 2:28,1484,758,1702,428,3.22,NG
3/4/2020 2:28,1485,765,1727,435,3.21,NG
3/4/2020 2:28,1486,380,213,439,3.18,OK
3/4/2020 2:28,1487,477,173,444,3.19,OK
3/4/2020 2:28,1488,445,81,448,3.19,OK
3/4/2020 2:28,1489,482,113,456,3.19,OK
3/4/2020 2:29,1490,477,117,460,3.19,OK
3/4/2020 2:29,1491,446,0,461,3.19,NG
3/4/2020 2:29,1492,459,171,462,3.2,OK
3/4/2020 2:29,1493,352,205,470,3.19,NG
3/4/2020 2:29,1494,753,1738,470,3.22,OK
3/4/2020 2:29,1495,745,1755,469,3.21,OK
3/4/2020 2:29,1496,414,201,470,3.19,NG
3/4/2020 2:29,1497,452,182,469,3.19,OK
3/4/2020 2:29,1498,414,60,470,3.19,NG
3/4/2020 2:29,1499,502,116,469,3.19,OK
3/4/2020 2:30,1500,471,128,470,3.19,NG
3/4/2020 2:30,1501,465,76,469,3.19,NG
3/4/2020 2:30,1502,467,195,470,3.19,OK
3/4/2020 2:30,1503,383,215,469,3.19,NG
3/4/2020 2:30,1504,745,1749,470,3.22,NG
3/4/2020 2:30,1505,749,1713,469,3.22,NG
3/4/2020 2:30,1506,364,203,470,3.18,OK
3/4/2020 2:30,1507,491,176,469,3.19,NG
3/4/2020 2:30,1508,435,0,470,3.19,NG
3/4/2020 2:30,1509,466,135,469,3.19,NG
3/4/2020 2:31,1510,484,127,470,3.19,OK
3/4/2020 2:31,1511,443,0,469,3.19,OK
3/4/2020 2:31,1512,483,176,470,3.2,OK
3/4/2020 2:31,1513,375,186,470,3.18,NG
3/4/2020 2:31,1514,742,1758,469,3.21,OK
3/4/2020 2:31,1515,732,1723,470,3.22,NG
3/4/2020 2:31,1516,402,204,469,3.18,OK
3/4/2020 2:31,1517,462,155,470,3.19,NG
3/4/2020 2:31,1518,432,89,469,3.19,NG
3/4/2020 2:31,1519,483,124,470,3.19,OK
3/4/2020 2:32,1520,459,134,469,3.19,NG
3/4/2020 2:32,1521,432,84,470,3.19,OK
3/4/2020 2:32,1522,497,136,469,3.19,NG
3/4/2020 2:32,1523,427,199,470,3.18,OK
3/4/2020 2:32,1524,781,1754,469,3.22,OK
3/4/2020 2:32,1525,759,1737,470,3.22,OK
3/4/2020 2:32,1526,397,198,469,3.18,NG
3/4/2020 2:32,1527,490,169,470,3.19,NG
3/4/2020 2:32,1528,450,86,469,3.19,OK
3/4/2020 2:32,1529,504,143,470,3.19,NG
3/4/2020 2:33,1530,485,128,469,3.2,OK
3/4/2020 2:33,1531,442,69,470,3.18,NG
3/4/2020 2:33,1532,460,176,469,3.2,NG
3/4/2020 2:33,1533,395,226,470,3.18,NG
3/4/2020 2:33,1534,778,1705,469,3.21,NG
3/4/2020 2:33,1535,735,1711,578,3.23,NG
3/4/2020 2:33,1536,372,198,667,3.19,OK
3/4/2020 2:33,1537,477,164,666,3.19,OK
3/4/2020 2:33,1538,461,70,665,3.18,OK
3/4/2020 2:33,1539,455,116,666,3.19,OK
3/4/2020 2:34,1540,479,119,665,3.19,OK
3/4/2020 2:34,1541,473,55,664,3.19,NG
3/4/2020 2:34,1542,468,169,664,3.19,OK
3/4/2020 2:34,1543,392,204,665,3.18,OK
3/4/2020 2:34,1544,750,1722,665,3.22,OK
3/4/2020 2:34,1545,754,1714,666,3.22,NG
3/4/2020 2:34,1546,382,204,6656,3.19,OK
3/4/2020 2:34,1547,494,151,665,3.2,NG
3/4/2020 2:34,1548,422,82,664,3.19,OK
3/4/2020 2:34,1549,479,116,665,3.19,OK
3/4/2020 2:35,1550,442,132,666,3.2,NG
3/4/2020 2:35,1551,416,61,665,3.19,OK
3/4/2020 2:35,1552,475,136,664,3.2,OK
3/4/2020 2:35,1553,399,230,6633,3.19,OK
3/4/2020 2:35,1554,735,1717,661,3.21,NG
3/4/2020 2:35,1555,743,1739,660,3.21,NG
3/4/2020 2:35,1556,405,191,662,3.18,NG
3/4/2020 2:35,1557,460,174,6622,3.19,OK
3/4/2020 2:35,1558,443,78,662,3.19,NG
3/4/2020 2:35,1559,466,125,668,3.19,OK
3/4/2020 2:36,1560,476,117,660,3.2,OK
3/4/2020 2:36,1561,452,80,661,3.19,OK
3/4/2020 2:36,1562,477,161,662,3.2,OK
3/4/2020 2:36,1563,416,209,622,3.18,OK
3/4/2020 2:36,1564,787,1719,662,3.22,OK
3/4/2020 2:36,1565,742,1738,622,3.22,NG
3/4/2020 2:36,1566,394,210,662,3.18,OK
3/4/2020 2:36,1567,503,176,661,3.19,NG
3/4/2020 2:36,1568,444,70,653,3.2,NG
3/4/2020 2:36,1569,467,139,652,3.19,NG
3/4/2020 2:37,1570,480,140,635,3.19,NG
3/4/2020 2:37,1571,432,56,632,3.19,NG
3/4/2020 2:37,1572,496,153,631,3.2,NG
3/4/2020 2:37,1573,383,202,630,3.19,OK
3/4/2020 2:37,1574,783,1732,628,3.22,NG
3/4/2020 2:37,1575,765,1731,627,3.21,OK
3/4/2020 2:37,1576,388,202,626,3.19,OK
3/4/2020 2:37,1577,449,166,624,3.2,NG
3/4/2020 2:37,1578,446,62,622,3.19,OK
3/4/2020 2:37,1579,474,148,621,3.19,OK
3/4/2020 2:38,1580,498,115,620,3.2,NG
3/4/2020 2:38,1581,451,77,618,3.19,NG
3/4/2020 2:38,1582,466,181,617,3.19,OK
3/4/2020 2:38,1583,413,227,616,3.18,OK
3/4/2020 2:38,1584,739,1746,614,3.21,OK
3/4/2020 2:38,1585,793,1742,613,3.21,OK
3/4/2020 2:38,1586,372,216,611,3.19,OK
3/4/2020 2:38,1587,502,141,610,3.19,OK
3/4/2020 2:38,1588,431,61,608,3.19,NG
3/4/2020 2:38,1589,467,138,606,3.19,OK
3/4/2020 2:39,1590,487,117,604,3.19,NG
3/4/2020 2:39,1591,483,61,603,3.19,NG
3/4/2020 2:39,1592,513,151,602,3.2,NG
3/4/2020 2:39,1593,380,188,600,3.19,OK
3/4/2020 2:39,1594,730,1708,599,3.22,NG
3/4/2020 2:39,1595,764,1728,598,3.22,OK
3/4/2020 2:39,1596,374,203,596,3.19,NG
3/4/2020 2:39,1597,496,182,594,3.2,OK
3/4/2020 2:39,1598,452,66,592,3.19,OK
3/4/2020 2:39,1599,474,101,591,3.19,NG
3/4/2020 2:40,1600,489,125,589,3.19,OK
3/4/2020 2:40,1601,444,76,588,3.19,OK
3/4/2020 2:40,1602,479,175,586,3.19,NG
3/4/2020 2:40,1603,398,216,584,3.18,NG
3/4/2020 2:40,1604,726,1723,582,3.22,OK
3/4/2020 2:40,1605,749,1750,580,3.21,OK
3/4/2020 2:40,1606,426,206,579,3.18,OK
3/4/2020 2:40,1607,507,166,578,3.2,OK
3/4/2020 2:40,1608,453,62,576,3.19,NG
3/4/2020 2:40,1609,466,141,574,3.19,OK
3/4/2020 2:41,1610,486,148,573,3.19,OK
3/4/2020 2:41,1611,458,79,571,3.18,NG
3/4/2020 2:41,1612,460,156,570,3.19,NG
3/4/2020 2:41,1613,365,199,568,3.18,NG
3/4/2020 2:41,1614,748,1728,567,3.21,NG
3/4/2020 2:41,1615,748,1747,565,3.22,OK
3/4/2020 2:41,1616,417,199,564,3.18,NG
3/4/2020 2:41,1617,481,176,562,3.19,OK
3/4/2020 2:41,1618,440,62,560,3.19,OK
3/4/2020 2:41,1619,491,147,559,3.19,NG
3/4/2020 2:42,1620,486,113,557,3.19,NG
3/4/2020 2:42,1621,441,69,556,3.2,OK
3/4/2020 2:42,1622,458,167,554,3.2,OK
3/4/2020 2:42,1623,370,233,553,3.19,OK
3/4/2020 2:42,1624,762,1729,551,3.21,NG
3/4/2020 2:42,1625,783,1730,550,3.22,OK
3/4/2020 2:42,1626,377,207,548,3.19,NG
3/4/2020 2:42,1627,467,198,546,3.19,OK
3/4/2020 2:42,1628,442,76,545,3.19,NG
3/4/2020 2:42,1629,478,106,544,3.2,OK
3/4/2020 2:43,1630,476,136,542,3.19,OK
3/4/2020 2:43,1631,428,61,541,3.18,OK
3/4/2020 2:43,1632,490,164,539,3.19,OK
3/4/2020 2:43,1633,398,212,537,3.19,NG
3/4/2020 2:43,1634,746,1690,536,3.22,OK
3/4/2020 2:43,1635,757,1748,8535,3.21,NG
3/4/2020 2:43,1636,347,191,532,3.19,OK
3/4/2020 2:43,1637,462,158,531,3.19,NG
3/4/2020 2:43,1638,468,59,530,3.19,NG
3/4/2020 2:43,1639,501,123,528,3.19,NG
3/4/2020 2:44,1640,473,137,527,3.19,OK
3/4/2020 2:44,1641,467,64,525,3.19,OK
3/4/2020 2:44,1642,498,146,524,3.19,OK
3/4/2020 2:44,1643,404,203,522,3.19,NG
3/4/2020 2:44,1644,746,1721,520,3.22,OK
3/4/2020 2:44,1645,781,1742,518,3.21,NG
3/4/2020 2:44,1646,384,214,517,3.18,OK
3/4/2020 2:44,1647,498,165,516,3.19,OK
3/4/2020 2:44,1648,459,0,514,3.19,NG
3/4/2020 2:44,1649,452,145,512,3.19,OK
3/4/2020 2:45,1650,477,141,511,3.19,OK
3/4/2020 2:45,1651,407,73,509,3.18,NG
3/4/2020 2:45,1652,460,159,508,3.2,OK
3/4/2020 2:45,1653,400,210,506,3.18,NG
3/4/2020 2:45,1654,750,1739,504,3.22,NG
3/4/2020 2:45,1655,728,1734,503,3.22,OK
3/4/2020 2:45,1656,377,197,502,3.18,NG
3/4/2020 2:45,1657,477,199,500,3.2,OK
3/4/2020 2:45,1658,421,0,498,3.19,NG
3/4/2020 2:45,1659,457,136,496,3.19,NG
3/4/2020 2:46,1660,503,167,495,3.19,OK
3/4/2020 2:46,1661,390,0,494,3.19,NG
3/4/2020 2:46,1662,495,173,492,3.19,NG
3/4/2020 2:46,1663,410,192,491,3.19,OK
3/4/2020 2:46,1664,746,1717,489,3.22,NG
3/4/2020 2:46,1665,747,1712,488,3.22,NG
3/4/2020 2:46,1666,364,202,486,3.19,OK
3/4/2020 2:46,1667,471,144,844,3.2,NG
3/4/2020 2:46,1668,454,71,482,3.19,OK
3/4/2020 2:46,1669,471,146,481,3.2,NG
3/4/2020 2:47,1670,474,115,479,3.19,OK
3/4/2020 2:47,1671,390,122,478,3.18,NG
3/4/2020 2:47,1672,495,149,476,3.19,OK
3/4/2020 2:47,1673,376,217,475,3.18,NG
3/4/2020 2:47,1674,736,1728,473,3.22,OK
3/4/2020 2:47,1675,757,1729,472,3.22,NG
3/4/2020 2:47,1676,396,230,470,3.19,NG
3/4/2020 2:47,1677,491,173,468,3.19,NG
3/4/2020 2:47,1678,434,64,467,3.19,OK
3/4/2020 2:47,1679,496,155,465,3.19,NG
3/4/2020 2:48,1680,482,137,464,3.19,OK
3/4/2020 2:48,1681,460,76,462,3.19,NG
3/4/2020 2:48,1682,471,178,460,3.19,NG
3/4/2020 2:48,1683,368,215,459,3.18,NG
3/4/2020 2:48,1684,752,1751,457,3.22,OK
3/4/2020 2:48,1685,764,1757,456,3.22,NG
3/4/2020 2:48,1686,420,200,454,3.18,NG
3/4/2020 2:48,1687,504,138,453,3.19,NG
3/4/2020 2:48,1688,449,65,451,3.19,NG
3/4/2020 2:48,1689,469,112,450,3.19,OK
3/4/2020 2:49,1690,479,150,448,3.19,NG
3/4/2020 2:49,1691,483,0,446,3.19,OK
3/4/2020 2:49,1692,465,126,445,3.19,OK
3/4/2020 2:49,1693,376,193,443,3.18,OK
3/4/2020 2:49,1694,729,1746,442,3.21,NG
3/4/2020 2:49,1695,744,1726,440,3.22,OK
3/4/2020 2:49,1696,362,195,438,3.18,NG
3/4/2020 2:49,1697,457,167,437,3.19,OK
3/4/2020 2:49,1698,428,0,436,3.18,NG
3/4/2020 2:49,1699,478,112,434,3.2,NG
3/4/2020 2:50,1700,513,91,432,3.2,NG
3/4/2020 2:50,1701,485,0,430,3.19,OK
3/4/2020 2:50,1702,454,153,429,3.2,OK
3/4/2020 2:50,1703,388,214,427,3.18,NG
3/4/2020 2:50,1704,778,1724,426,3.21,NG
3/4/2020 2:50,1705,737,1743,424,3.22,NG
3/4/2020 2:50,1706,405,189,422,3.18,NG
3/4/2020 2:50,1707,479,169,421,3.19,OK
3/4/2020 2:50,1708,414,88,420,3.19,OK
3/4/2020 2:50,1709,494,140,418,3.19,OK
